,ht,ht_wins,ht_losses,ht_l10_hits_h,ht_l10_hits_a,ht_l10_rbis_h,ht_l10_rbis_a,ht_l10_ers_h,ht_l10_ers_a,at,at_wins,at_losses,at_l10_hits_h,at_l10_hits_a,at_l10_rbis_h,at_l10_rbis_a,at_l10_ers_h,at_l10_ers_a,home_team_won
630,MIN,18,20,89,89,32,50,45,32,SLN,22,17,71,65,38,31,35,42,False
631,SEA,24,17,81,100,33,59,54,36,TEX,16,27,72,84,42,40,49,54,False
632,MIA,16,26,86,74,37,36,41,53,LAN,16,26,68,75,32,30,42,35,False
633,PIT,25,17,95,84,50,45,23,44,SDN,17,27,77,70,28,34,33,46,True
634,SFN,22,22,103,99,57,44,46,54,COL,23,20,90,71,45,35,57,27,False
635,SLN,23,17,71,71,38,33,35,45,PHI,24,16,84,80,46,32,38,34,False
636,ANA,25,18,87,96,45,52,32,32,TBA,19,22,90,88,42,34,36,51,False
637,BOS,29,14,100,91,47,46,50,41,BAL,13,29,97,71,67,33,55,52,True
638,CHA,10,29,92,78,38,31,53,43,TEX,17,27,72,81,42,37,49,51,True
639,SEA,24,18,84,100,33,59,51,36,DET,19,23,83,101,41,41,43,49,False
640,TOR,22,21,77,90,36,48,45,59,OAK,21,22,82,80,36,44,44,45,False
641,ATL,26,16,84,101,41,58,44,20,MIA,16,27,85,74,34,36,48,53,False
642,CIN,15,29,73,110,40,58,46,36,CHN,22,18,88,102,64,50,36,39,False
643,NYN,20,19,77,91,37,40,58,43,ARI,25,18,51,84,18,51,41,38,True
644,PIT,26,17,89,84,47,45,24,44,SDN,17,28,77,73,28,35,33,47,False
645,SFN,22,23,101,99,55,44,47,54,COL,24,20,90,76,45,39,57,28,False
646,SLN,23,18,71,71,35,33,35,45,PHI,25,16,84,85,46,37,38,34,True
647,ANA,25,19,80,96,44,52,36,32,TBA,20,22,90,98,42,37,36,50,False
648,BOS,30,14,100,91,51,46,51,41,BAL,13,30,97,73,67,34,55,57,False
649,CHA,11,29,91,78,40,31,48,43,TEX,17,28,72,78,42,34,49,47,False
650,HOU,28,17,68,98,36,48,30,17,CLE,21,21,118,84,81,44,63,40,True
651,KCA,13,30,82,111,37,62,40,72,NYA,28,13,79,77,55,42,45,28,True
652,MIN,18,21,93,89,35,50,46,32,MIL,26,18,75,102,40,54,33,36,False
653,SEA,24,19,86,100,34,59,47,36,DET,20,23,83,108,41,43,43,45,True
654,TOR,22,22,78,90,37,48,49,59,OAK,22,22,82,85,36,50,44,44,False
655,ATL,26,17,80,101,40,58,41,20,MIA,17,27,85,74,34,36,48,50,True
656,CIN,15,30,69,110,37,58,47,36,CHN,23,18,88,100,64,43,36,35,True
657,CIN,16,30,70,110,37,58,45,36,CHN,23,19,88,106,64,45,36,34,False
658,NYN,21,19,72,91,38,40,54,43,ARI,25,19,51,80,18,43,41,38,True
659,PIT,26,18,91,84,48,45,26,44,SDN,18,28,77,74,28,36,33,48,False
660,SFN,22,24,94,99,51,44,39,54,COL,25,20,90,82,45,45,57,26,True
661,SLN,24,18,79,71,38,33,38,45,PHI,25,17,84,84,46,36,38,43,False
662,WAS,25,18,78,86,48,44,25,24,LAN,17,26,68,77,32,35,42,31,False
663,WAS,25,19,76,86,46,44,25,24,LAN,18,26,68,77,32,34,42,25,False
664,ANA,25,20,77,96,37,52,36,32,TBA,21,22,90,105,42,43,36,51,False
665,BOS,30,15,105,91,52,46,53,41,BAL,14,30,97,77,67,39,55,56,True
666,CHA,11,30,82,78,36,31,55,43,TEX,18,28,72,82,42,44,49,45,True
667,HOU,29,17,73,98,39,48,23,17,CLE,21,22,118,78,81,38,63,41,False
668,KCA,14,30,82,111,41,62,34,72,NYA,28,14,79,80,55,41,45,25,False
669,MIN,18,22,88,89,36,50,53,32,MIL,27,18,75,108,40,56,33,34,False
670,SEA,25,19,84,100,37,59,41,36,DET,20,24,83,102,41,38,43,45,True
671,TOR,22,23,74,90,34,48,46,59,OAK,23,22,82,90,36,50,44,39,False
672,ATL,27,17,78,101,42,58,40,20,MIA,17,28,85,73,34,36,48,56,True
673,CIN,16,31,62,110,31,58,48,36,CHN,24,19,88,104,64,46,36,28,False
674,NYN,22,19,74,91,32,40,53,43,ARI,25,20,51,84,18,45,41,37,True
675,PIT,26,19,88,84,45,45,27,44,SDN,19,28,77,75,28,40,33,44,False
676,SFN,23,24,102,99,52,44,39,54,COL,25,21,90,84,45,45,57,32,True
677,SLN,24,19,75,71,39,33,40,45,PHI,26,17,84,85,46,40,38,40,True
678,WAS,25,20,73,86,48,44,29,24,LAN,19,26,68,83,32,36,42,25,False
679,ANA,25,21,68,96,28,52,34,32,TBA,22,22,90,102,42,46,36,51,True
680,BOS,31,15,99,91,53,46,45,41,BAL,14,31,97,76,67,37,55,56,True
681,CHA,12,30,85,78,41,31,56,43,TEX,18,29,72,78,42,42,49,44,True
682,HOU,29,18,69,98,32,48,28,17,CLE,22,22,118,81,81,41,63,44,True
683,KCA,14,31,83,111,39,62,40,72,NYA,29,14,79,83,55,42,45,22,False
684,MIN,18,23,79,89,32,50,43,32,MIL,28,18,75,105,40,53,33,33,True
685,SEA,26,19,85,100,38,59,40,36,DET,20,25,83,97,41,37,43,47,True
686,TOR,22,24,73,90,34,48,46,59,OAK,24,22,82,92,36,52,44,41,False
687,LAN,20,26,68,84,32,41,42,26,COL,25,22,90,93,45,47,57,40,False
688,MIL,28,19,75,100,40,51,33,35,ARI,25,21,51,79,18,38,41,37,True
689,NYN,23,19,73,91,34,40,51,43,MIA,17,29,85,77,34,41,48,64,True
690,PHI,26,18,84,79,46,37,38,37,ATL,28,17,77,101,39,58,45,20,True
691,SLN,25,19,78,71,40,33,39,45,KCA,14,32,75,111,35,62,46,72,True
692,WAS,25,21,68,86,47,44,34,24,SDN,20,28,77,81,28,45,33,45,True
693,CHA,13,30,86,78,41,31,52,43,BAL,14,32,97,75,67,29,55,50,False
694,MIN,19,23,77,89,32,50,43,32,DET,20,26,83,92,41,33,43,40,True
695,TEX,18,30,72,65,42,34,49,43,NYA,30,14,79,90,55,47,45,20,False
696,CHN,25,19,88,99,64,42,36,27,CLE,22,23,118,74,81,37,63,41,False
697,CIN,16,32,61,110,31,58,49,36,PIT,26,20,89,84,45,45,32,44,True
698,LAN,20,27,66,84,29,41,41,26,COL,26,22,90,81,45,39,57,39,True
699,MIL,29,19,73,100,42,51,35,35,ARI,25,22,51,77,18,37,41,36,True
700,NYN,24,19,79,91,36,40,44,43,MIA,17,30,85,71,34,35,48,59,False
701,PHI,27,18,83,79,47,37,30,37,ATL,28,18,77,91,39,55,45,21,False
702,SLN,26,19,84,71,43,33,37,45,KCA,14,33,75,108,35,54,46,74,False
703,WAS,26,21,73,86,45,44,32,24,SDN,20,29,77,69,28,35,33,50,True
704,CHA,13,31,89,78,38,31,51,43,BAL,15,32,97,76,67,30,55,49,True
705,HOU,30,18,71,98,28,48,25,17,SFN,24,24,109,99,57,44,42,54,True
706,MIN,20,23,77,89,34,50,37,32,DET,20,27,83,86,41,33,43,40,True
707,OAK,25,22,82,97,36,58,44,39,SEA,27,19,82,100,39,59,39,36,False
708,TBA,22,23,90,94,42,45,36,45,BOS,32,15,104,91,54,46,42,41,False
709,TEX,18,31,70,65,44,34,50,43,NYA,31,14,79,88,55,48,45,24,True
710,TOR,22,25,68,90,29,48,48,59,ANA,26,21,60,96,26,52,32,32,True
711,CHN,25,20,92,99,62,42,46,27,CLE,23,23,118,80,81,45,63,39,False
712,CIN,17,32,63,110,34,58,50,36,PIT,26,21,89,83,45,45,32,48,False
713,LAN,21,27,66,84,32,41,43,26,COL,26,23,90,77,45,34,57,37,True
714,MIL,30,19,64,100,33,51,32,35,ARI,25,23,51,69,18,29,41,35,True
715,NYN,24,20,80,91,37,40,36,43,MIA,18,30,85,75,34,39,48,56,False
716,PHI,27,19,81,79,41,37,28,37,ATL,29,18,77,90,39,50,45,22,True
717,SLN,26,20,86,71,40,33,40,45,KCA,15,33,75,109,35,53,46,65,False
718,WAS,27,21,67,86,40,44,31,24,SDN,20,30,77,72,28,36,33,45,False
719,CHA,14,31,93,78,37,31,48,43,BAL,15,33,97,73,67,25,55,44,True
720,HOU,31,18,79,98,37,48,26,17,SFN,24,25,109,93,57,37,42,62,True
721,MIN,21,23,74,89,35,50,31,32,DET,20,28,83,81,41,30,43,45,False
722,OAK,25,23,73,97,25,58,36,39,SEA,28,19,82,100,39,57,39,31,False
723,TBA,22,24,89,94,43,45,33,45,BOS,33,15,104,89,54,45,42,34,False
724,TEX,19,31,70,65,47,34,51,43,NYA,31,15,79,91,55,50,45,29,True
725,TOR,23,25,74,90,32,48,46,59,ANA,26,22,60,87,26,50,32,30,False
726,CIN,17,33,70,110,38,58,49,36,PIT,27,21,89,92,45,48,32,49,True
727,MIL,31,19,64,100,34,51,34,35,NYN,24,21,74,91,31,40,30,43,False
728,CHA,15,31,94,78,45,31,41,43,BAL,15,34,97,71,67,23,55,43,False
729,CLE,24,23,118,85,81,43,63,32,HOU,32,18,78,98,40,48,23,17,False
730,OAK,25,24,66,97,22,58,30,39,SEA,29,19,82,94,39,46,39,27,True
731,TBA,22,25,83,94,40,45,33,45,BOS,34,15,104,87,54,42,42,34,True
732,TEX,20,31,73,65,55,34,57,43,KCA,16,33,75,102,35,52,46,61,False
733,TOR,23,26,71,90,31,48,50,59,ANA,27,22,60,87,26,50,32,31,False
734,CHN,25,21,92,99,61,42,44,27,SFN,24,26,109,81,57,27,42,64,True
735,COL,26,24,90,75,45,32,57,40,CIN,18,33,69,110,38,58,47,36,True
736,LAN,22,27,67,84,33,41,40,26,SDN,21,30,77,76,28,37,33,42,True
737,MIA,19,30,85,76,34,35,48,57,WAS,27,22,70,86,38,44,34,24,False
738,MIL,31,20,62,100,29,51,34,35,NYN,25,21,74,97,31,44,30,38,True
739,PHI,28,19,84,79,44,37,24,37,TOR,23,27,68,90,30,48,49,59,False
740,PIT,27,22,89,91,45,48,32,43,SLN,26,21,85,71,35,33,37,45,True
741,BOS,34,16,104,85,54,39,42,33,ATL,29,19,77,83,39,39,45,26,True
742,CLE,24,24,119,85,79,43,61,32,HOU,33,18,78,100,40,49,23,18,False
743,DET,21,28,83,81,41,32,43,42,CHA,15,32,91,78,46,31,46,43,True
744,NYA,31,16,79,102,55,59,45,39,ANA,28,22,60,95,26,56,32,32,True
745,OAK,26,24,64,97,23,58,33,39,ARI,25,24,51,67,18,26,41,38,False
746,SEA,29,20,82,90,39,38,39,27,MIN,21,24,71,89,32,50,28,32,True
747,TBA,23,25,84,94,38,45,28,45,BAL,16,34,97,74,67,28,55,42,False
748,TEX,20,32,67,65,47,34,58,43,KCA,17,33,75,103,35,54,46,57,True
749,CHN,26,21,96,99,65,42,38,27,SFN,24,27,109,75,57,25,42,67,False
750,COL,27,24,86,75,44,32,52,40,CIN,18,34,69,98,38,48,47,33,False
751,LAN,23,27,63,84,31,41,34,26,SDN,21,31,77,72,28,34,33,40,False
752,MIA,19,31,82,76,31,35,51,57,WAS,28,22,70,91,38,49,34,25,False
753,MIL,32,20,67,100,30,51,37,35,NYN,25,22,74,95,31,44,30,39,True
754,PHI,28,20,86,79,47,37,19,37,TOR,24,27,68,91,30,48,49,59,True
755,PIT,28,22,91,91,48,48,33,43,SLN,26,22,85,73,35,31,37,45,False
756,BOS,35,16,98,85,51,39,38,33,ATL,29,20,77,86,39,40,45,32,True
757,CLE,24,25,121,85,77,43,62,32,HOU,34,18,78,102,40,52,23,20,True
758,DET,22,28,84,81,40,32,39,42,CHA,15,33,91,74,46,27,46,48,False
759,NYA,32,16,79,102,53,59,43,39,ANA,28,23,60,93,26,49,32,27,False
760,OAK,26,25,60,97,20,58,39,39,ARI,26,24,51,70,18,29,41,36,True
761,SEA,30,20,80,90,37,38,39,27,MIN,21,25,71,86,32,47,28,30,True
762,TBA,23,26,79,94,28,45,29,45,BAL,17,34,97,76,67,30,55,40,True
763,TEX,21,32,73,65,54,34,57,43,KCA,17,34,75,93,35,43,46,58,True
764,CHN,26,22,88,99,55,42,41,27,SFN,25,27,109,80,57,30,42,61,True
765,COL,27,25,88,75,44,32,45,40,CIN,19,34,69,103,38,52,47,36,True
766,LAN,23,28,62,84,31,41,33,26,SDN,22,31,77,77,28,38,33,43,True
767,MIA,19,32,81,76,30,35,54,57,WAS,29,22,70,92,38,50,34,22,False
768,MIL,33,20,77,100,43,51,37,35,NYN,25,23,74,98,31,45,30,51,True
769,PHI,29,20,80,79,38,37,20,37,TOR,24,28,68,84,30,44,49,57,False
770,PIT,28,23,82,91,38,48,35,43,SLN,27,22,85,77,35,30,37,41,False
771,BOS,36,16,96,85,54,39,38,33,ATL,29,21,77,91,39,41,45,36,False
772,CLE,25,25,118,85,79,43,63,32,HOU,34,19,78,104,40,55,23,24,True
773,DET,22,29,89,81,41,32,44,42,CHA,16,33,91,80,46,33,46,45,True
774,NYA,32,17,75,102,50,59,46,39,ANA,29,23,60,100,26,57,32,26,True
775,OAK,27,25,54,97,17,58,35,39,ARI,26,25,51,64,18,28,41,37,True
776,SEA,31,20,85,90,41,38,37,27,MIN,21,26,71,82,32,44,28,30,True
777,TBA,24,26,76,94,25,45,24,45,BAL,17,35,97,76,67,30,55,44,True
778,TEX,22,32,75,65,53,34,55,43,KCA,17,35,75,91,35,43,46,57,False
779,ARI,26,26,51,55,18,21,41,34,CIN,19,35,69,98,38,45,47,42,True
780,ATL,30,21,77,84,39,38,45,36,NYN,25,24,74,104,31,50,30,47,True
781,ATL,31,21,77,84,40,38,43,36,NYN,25,25,74,92,31,39,30,49,False
782,COL,28,25,93,75,45,32,47,40,SFN,25,28,109,83,57,31,42,65,True
783,LAN,24,28,64,84,32,41,31,26,PHI,29,21,78,79,36,37,23,37,True
784,MIL,34,20,79,100,47,51,41,35,SLN,28,22,85,80,35,34,37,40,True
785,PIT,28,24,79,91,36,48,36,43,CHN,27,22,93,99,59,42,41,27,False
786,SDN,22,32,77,75,28,35,33,41,MIA,19,33,83,76,32,35,54,57,False
787,BAL,17,36,97,79,67,31,55,46,WAS,30,22,70,85,38,41,34,21,False
788,BOS,36,17,90,85,50,39,41,33,TOR,25,28,68,86,30,49,49,55,True
789,CLE,26,25,118,85,83,43,64,32,CHA,16,34,91,75,46,31,46,44,True
790,DET,23,29,88,81,42,32,45,42,ANA,29,24,60,93,26,54,32,29,True
791,KCA,18,35,75,90,35,42,46,49,MIN,21,27,71,75,32,37,28,29,False
792,NYA,33,17,76,102,49,59,45,39,HOU,34,20,78,109,40,63,23,32,False
793,OAK,28,25,57,97,17,58,36,39,TBA,25,26,76,94,27,45,25,45,False
794,SEA,32,20,81,90,37,38,30,27,TEX,22,33,79,65,55,34,54,43,True
795,ARI,27,26,61,55,30,21,38,34,CIN,19,36,69,105,38,46,47,52,True
796,ATL,31,22,82,84,41,38,49,36,NYN,26,25,74,94,31,40,30,48,True
797,COL,29,25,95,75,46,32,50,40,SFN,25,29,109,86,57,33,42,59,True
798,LAN,25,28,67,84,36,41,30,26,PHI,29,22,78,78,36,39,23,39,False
799,MIL,35,20,86,100,53,51,36,35,SLN,28,23,85,83,35,37,37,41,False
800,PIT,28,25,74,91,36,48,37,43,CHN,28,22,93,106,59,46,41,23,False
801,SDN,22,33,72,75,27,35,40,41,MIA,20,33,83,81,32,34,54,54,True
802,BAL,17,37,96,79,62,31,53,46,WAS,31,22,70,87,38,39,34,16,False
803,BOS,37,17,92,85,53,39,38,33,TOR,25,29,68,76,30,39,49,52,True
804,CLE,27,25,115,85,78,43,66,32,CHA,16,35,91,80,46,35,46,45,True
805,DET,24,29,91,81,47,32,46,42,ANA,29,25,60,83,26,49,32,30,False
806,KCA,18,36,75,90,29,42,48,49,MIN,22,27,71,83,32,40,28,30,True
807,NYA,33,18,77,102,43,59,46,39,HOU,35,20,78,96,40,54,23,31,True
808,OAK,28,26,57,97,15,58,36,39,TBA,26,26,76,93,27,43,25,39,False
809,SEA,33,20,81,90,37,38,22,27,TEX,22,34,79,62,55,30,54,33,False
810,ARI,28,26,59,55,30,21,37,34,CIN,19,37,69,102,38,42,47,54,False
811,ATL,32,22,85,84,43,38,46,36,NYN,26,26,74,98,31,44,30,47,False
812,COL,30,25,103,75,52,32,52,40,SFN,25,30,109,93,57,34,42,61,False
813,LAN,25,29,71,84,35,41,30,26,PHI,30,22,78,78,36,40,23,40,True
814,MIL,35,21,81,100,51,51,40,35,SLN,29,23,85,85,35,41,37,41,True
815,PIT,28,26,77,91,35,48,45,43,CHN,29,22,93,110,59,52,41,29,True
816,SDN,23,33,74,75,29,35,37,41,MIA,20,34,83,85,32,36,54,47,True
817,BAL,17,38,97,79,59,31,53,46,WAS,32,22,70,90,38,38,34,18,False
818,BOS,38,17,95,85,58,39,35,33,TOR,25,30,68,76,30,37,49,47,True
819,CLE,28,25,114,85,74,43,56,32,CHA,16,36,91,81,46,36,46,49,True
820,DET,24,30,89,81,45,32,51,42,ANA,30,25,60,85,26,50,32,30,True
821,KCA,19,36,78,90,28,42,47,49,MIN,22,28,71,79,32,35,28,32,True
822,NYA,34,18,85,102,46,59,47,39,HOU,35,21,78,94,40,55,23,35,True
823,OAK,28,27,54,97,16,58,28,39,TBA,27,26,76,91,27,38,25,38,False
824,SEA,33,21,78,90,34,38,24,27,TEX,23,34,79,69,55,36,54,38,False
825,ATL,32,23,83,84,42,38,39,36,WAS,33,22,70,89,38,39,34,16,True
826,LAN,26,29,72,84,40,41,27,26,PHI,30,23,78,79,36,39,23,41,False
827,NYN,27,26,74,103,31,47,30,46,CHN,29,23,93,107,59,47,41,24,False
828,SDN,24,33,77,75,31,35,35,41,MIA,20,35,83,83,32,35,54,45,True
829,SLN,29,24,85,80,35,34,37,39,PIT,29,26,82,91,34,48,44,43,True
830,DET,25,30,89,81,46,32,43,42,ANA,30,26,60,86,26,49,32,32,True
831,HOU,35,22,78,91,40,54,23,39,BOS,39,17,97,85,58,39,35,33,True
832,MIN,22,29,71,80,32,37,28,42,CLE,29,25,111,85,70,43,53,32,False
833,OAK,28,28,49,97,15,58,30,39,TBA,28,26,76,96,27,43,25,21,True
834,SEA,33,22,85,90,37,38,29,27,TEX,24,34,79,76,55,42,54,38,True
835,ARI,28,27,67,55,32,21,43,34,MIA,20,36,83,85,32,34,54,39,True
836,ATL,33,23,81,84,42,38,37,36,WAS,33,23,70,85,38,40,34,19,True
837,COL,30,26,106,75,56,32,51,40,LAN,26,30,69,84,38,41,25,26,False
838,NYN,27,27,72,103,32,47,33,46,CHN,30,23,93,109,59,49,41,21,False
839,SDN,25,33,79,75,37,35,37,41,CIN,20,37,69,101,38,44,47,55,False
840,SFN,26,30,109,95,57,38,42,54,PHI,31,23,78,78,36,38,23,41,True
841,SLN,30,24,89,80,41,34,42,39,PIT,29,27,82,94,34,53,44,46,False
842,ANA,30,27,60,82,26,43,32,38,TEX,24,35,79,78,55,42,54,38,True
843,BAL,17,39,87,79,52,31,40,46,NYA,35,18,81,102,42,59,44,39,False
844,CHA,16,37,91,81,46,35,46,51,MIL,36,21,86,100,52,51,35,35,True
845,DET,26,30,91,81,47,32,43,42,TOR,25,31,68,78,30,39,49,46,True
846,HOU,36,22,80,91,44,54,21,39,BOS,39,18,97,81,58,35,35,36,True
847,KCA,20,36,89,90,38,42,52,49,OAK,29,28,52,97,21,58,29,39,False
848,MIN,22,30,74,80,36,37,36,42,CLE,30,25,111,91,70,50,53,37,True
849,SEA,34,22,89,90,41,38,28,27,TBA,28,27,76,95,27,44,25,27,True
850,ARI,29,27,70,55,40,21,42,34,MIA,20,37,83,87,32,33,54,48,True
851,ATL,34,23,85,84,44,38,35,36,WAS,33,24,70,80,38,37,34,21,False
852,COL,30,27,114,75,63,32,57,40,LAN,27,30,69,89,38,49,25,33,False
853,NYN,27,28,73,103,34,47,37,46,CHN,31,23,93,120,59,54,41,23,False
854,SDN,25,34,81,75,38,35,42,41,CIN,21,37,69,100,38,45,47,55,True
855,SFN,27,30,108,95,54,38,39,54,PHI,31,24,78,75,36,34,23,40,True
856,SLN,30,25,89,80,41,34,39,39,PIT,30,27,82,98,34,56,44,43,True
857,ANA,31,27,61,82,28,43,27,38,TEX,24,36,79,74,55,35,54,36,False
858,BAL,17,40,83,79,48,31,41,46,NYA,36,18,81,107,42,60,44,40,False
859,CHA,17,37,91,81,47,35,39,51,MIL,36,22,86,93,52,49,35,40,False
860,DET,27,30,94,81,46,32,43,42,TOR,25,32,68,78,30,38,49,49,True
861,HOU,37,22,83,91,46,54,18,39,BOS,39,19,97,80,58,36,35,40,False
862,KCA,20,37,90,90,34,42,66,49,OAK,30,28,52,99,21,64,29,37,True
863,MIN,23,30,79,80,43,37,39,42,CLE,30,26,111,87,70,48,53,42,True
864,SEA,35,22,95,90,40,38,28,27,TBA,28,28,76,96,27,41,25,26,True
865,ARI,30,27,71,55,45,21,41,34,MIA,20,38,83,92,32,34,54,46,True
866,ATL,34,24,83,84,43,38,39,36,WAS,34,24,70,82,38,40,34,23,True
867,COL,30,28,108,75,57,32,58,40,LAN,28,30,69,93,38,56,25,37,False
868,NYN,27,29,64,103,23,47,42,46,CHN,32,23,93,129,59,60,41,20,False
869,SDN,26,34,82,75,42,35,35,41,CIN,21,38,69,95,38,40,47,53,True
870,SFN,28,30,109,95,54,38,36,54,PHI,31,25,78,69,36,30,23,41,True
871,SLN,31,25,92,80,43,34,36,39,PIT,30,28,82,94,34,52,44,42,True
872,ANA,31,28,60,82,27,43,24,38,TEX,25,36,79,71,55,35,54,37,True
873,CHA,17,38,86,81,42,35,38,51,MIL,37,22,86,86,52,43,35,30,True
874,DET,28,30,93,81,44,32,39,42,TOR,25,33,68,77,30,41,49,55,False
875,HOU,37,23,88,91,50,54,22,39,BOS,40,19,97,73,58,35,35,35,False
876,KCA,21,37,92,90,38,42,68,49,OAK,30,29,52,102,21,62,29,35,False
877,MIN,24,30,78,80,46,37,39,42,CLE,30,27,111,87,70,45,53,39,True
878,SEA,36,22,94,90,36,38,27,27,TBA,28,29,76,91,27,38,25,26,True
879,SDN,27,34,84,75,47,35,37,41,ATL,35,24,86,84,47,38,37,36,True
880,SFN,29,30,106,95,51,38,33,54,ARI,31,27,72,55,48,21,40,34,True
881,ANA,32,28,57,82,28,43,24,38,KCA,21,38,84,90,34,42,67,49,True
882,DET,28,31,94,81,47,32,42,42,NYA,37,18,81,111,42,64,44,45,False
883,DET,28,32,91,81,47,32,45,42,NYA,38,18,81,110,42,65,44,42,True
884,CHN,33,23,93,118,59,54,41,19,PHI,31,26,78,64,36,25,23,45,False
885,CIN,21,39,69,100,38,40,47,54,COL,30,29,107,75,59,32,66,40,False
886,NYN,27,30,63,103,22,47,32,46,BAL,17,41,80,79,42,31,43,46,False
887,PIT,30,29,82,92,34,49,44,42,LAN,29,30,69,94,38,60,25,36,False
888,SDN,28,34,89,75,53,35,38,41,ATL,35,25,86,88,47,39,37,41,False
889,SFN,30,30,103,95,50,38,29,54,ARI,31,28,72,54,48,21,40,38,False
890,SLN,32,25,88,80,46,34,30,39,MIA,20,39,83,86,32,27,54,41,False
891,WAS,34,25,70,76,38,36,34,22,TBA,28,30,76,82,27,33,25,26,True
892,ANA,33,28,67,82,34,43,29,38,KCA,21,39,84,87,34,38,67,49,True
893,BOS,41,19,97,78,58,39,35,33,DET,29,32,89,81,48,32,39,42,True
894,CLE,30,28,111,80,70,42,53,37,MIL,37,23,86,87,52,43,35,32,True
895,HOU,37,24,85,91,48,54,30,39,SEA,37,22,92,90,35,38,26,27,False
896,MIN,25,30,79,80,49,37,37,42,CHA,18,38,85,81,45,35,36,51,True
897,MIN,26,30,74,80,50,37,31,42,CHA,18,39,85,81,45,33,36,43,False
898,TEX,25,37,79,70,55,34,54,40,OAK,31,29,52,102,21,65,29,30,True
899,TOR,26,33,68,82,30,47,49,47,NYA,38,19,81,108,42,64,44,41,False
900,CHN,33,24,84,118,47,54,43,19,PHI,32,26,78,66,36,27,23,36,True
901,CIN,21,40,78,100,38,40,49,54,COL,31,29,107,79,59,38,66,44,False
902,NYN,27,31,60,103,20,47,33,46,BAL,18,41,80,75,42,26,43,44,False
903,PIT,30,30,80,92,30,49,44,42,LAN,30,30,69,92,38,65,25,33,True
904,SDN,28,35,85,75,51,35,46,41,ATL,36,25,86,94,47,44,37,41,True
905,SFN,30,31,100,95,47,38,30,54,ARI,32,28,72,57,48,23,40,39,True
906,SLN,32,26,85,80,38,34,33,39,MIA,21,39,83,90,32,33,54,44,False
907,WAS,35,25,65,76,34,36,33,22,TBA,28,31,76,72,27,28,25,27,True
908,ANA,34,28,66,82,31,43,25,38,KCA,21,40,84,80,34,36,67,45,True
909,BOS,42,19,97,78,57,39,33,33,DET,29,33,89,71,48,27,39,41,True
910,CLE,31,28,111,80,64,42,48,37,MIL,37,24,86,82,52,38,35,32,True
911,HOU,37,25,85,91,43,54,36,39,SEA,38,22,92,86,35,40,26,28,True
912,MIN,26,31,79,80,48,37,33,42,CHA,19,39,85,83,45,34,36,43,False
913,TEX,26,37,80,70,55,34,53,40,OAK,31,30,52,101,21,63,29,33,True
914,TOR,26,34,63,82,27,47,54,47,NYA,39,19,81,109,42,69,44,40,False
915,CHN,34,24,75,118,43,54,46,19,PHI,32,27,78,65,36,26,23,39,True
916,CIN,21,41,77,100,34,40,52,54,COL,32,29,107,76,59,38,66,44,True
917,PIT,31,30,82,92,38,49,51,42,LAN,30,31,69,95,38,71,25,39,False
918,SLN,32,27,86,80,36,34,36,39,MIA,22,39,83,98,32,37,54,46,True
919,BOS,43,19,96,78,60,39,28,33,DET,29,34,89,69,48,21,39,43,False
920,MIN,26,32,81,80,47,37,37,42,CHA,20,39,85,85,45,38,36,38,True
921,OAK,31,31,52,103,21,60,29,39,KCA,21,41,84,79,34,37,67,38,True
922,TBA,28,32,76,74,27,25,25,33,SEA,38,23,92,92,35,43,26,29,False
923,TEX,27,37,76,70,59,34,49,40,HOU,38,25,88,91,46,54,39,39,False
924,TOR,26,35,60,82,25,47,52,47,BAL,19,41,80,74,42,24,43,38,True
925,CHN,35,24,72,118,39,54,44,19,PIT,31,31,83,92,43,49,54,42,True
926,CIN,22,41,82,100,38,40,55,54,SLN,33,27,87,80,36,34,35,39,False
927,COL,32,30,107,88,59,42,66,47,ARI,32,29,72,59,48,23,40,39,False
928,LAN,31,31,69,98,38,74,25,40,ATL,36,26,86,90,47,41,37,41,True
929,MIA,22,40,83,93,32,36,54,49,SDN,29,35,84,75,50,35,47,41,True
930,NYN,27,32,55,103,15,47,30,46,NYA,40,19,81,103,42,64,44,37,False
931,PHI,32,28,78,69,36,28,23,38,MIL,37,25,86,81,52,32,35,33,False
932,WAS,36,25,78,76,42,36,32,22,SFN,31,31,99,95,49,38,29,54,False
933,BOS,43,20,97,78,56,39,32,33,CHA,20,40,85,83,45,38,36,42,False
934,DET,30,34,89,69,48,24,39,40,CLE,32,28,108,80,61,42,47,37,False
935,MIN,27,32,82,80,50,37,37,42,ANA,35,28,71,82,35,43,28,38,False
936,OAK,32,31,54,103,24,60,27,39,KCA,21,42,84,79,34,38,67,36,True
937,TBA,28,33,80,74,27,25,27,33,SEA,39,23,92,83,35,39,26,30,False
938,TEX,27,38,77,70,56,34,51,40,HOU,39,25,88,94,46,58,39,39,False
939,TOR,27,35,62,82,27,47,51,47,BAL,19,42,80,68,42,28,43,38,True
940,CHN,36,24,78,118,39,54,41,19,PIT,31,32,83,88,43,42,54,45,True
941,CIN,22,42,93,100,43,40,54,54,SLN,34,27,87,79,36,40,35,43,False
942,COL,32,31,111,88,60,42,68,47,ARI,33,29,72,65,48,31,40,38,False
943,LAN,32,31,74,98,44,74,27,40,ATL,36,27,86,87,47,38,37,43,False
944,MIA,23,40,86,93,34,36,45,49,SDN,29,36,84,72,50,31,47,41,False
